epoch,accuracy,loss,val_accuracy,val_loss
0,0.10149484872817993,2.3173129558563232,0.10611110925674438,2.318214178085327
1,0.3685910701751709,1.6893186569213867,0.8016666769981384,0.6114784479141235
2,0.8200171589851379,0.5440278053283691,0.9177777767181396,0.30249297618865967
3,0.8612199425697327,0.4284851849079132,0.9327777624130249,0.2383754402399063
4,0.8803092837333679,0.3688954710960388,0.9272222518920898,0.24343536794185638
5,0.8938316106796265,0.3284030258655548,0.9399999976158142,0.20105554163455963
6,0.9023711085319519,0.2992102801799774,0.9411110877990723,0.18443892896175385
7,0.9083848595619202,0.2834104895591736,0.945555567741394,0.18675735592842102
8,0.913350522518158,0.2641107738018036,0.9416666626930237,0.1910495012998581
9,0.9207044839859009,0.24621917307376862,0.9505555629730225,0.183125302195549
10,0.921735405921936,0.24129749834537506,0.9616666436195374,0.13800586760044098
11,0.9274914264678955,0.22450216114521027,0.9605555534362793,0.14334328472614288
12,0.9276117086410522,0.22078707814216614,0.9561111330986023,0.1487368643283844
13,0.9293985962867737,0.21538174152374268,0.9544444680213928,0.15923188626766205
14,0.9334192276000977,0.20564064383506775,0.9611111283302307,0.14501506090164185
15,0.9339346885681152,0.20210450887680054,0.9649999737739563,0.13179044425487518
16,0.9379037618637085,0.19208736717700958,0.9561111330986023,0.16847917437553406
17,0.9378694295883179,0.19019989669322968,0.9566666483879089,0.15653511881828308
18,0.9401374459266663,0.18471883237361908,0.9527778029441833,0.164275661110878
19,0.9401546120643616,0.18339967727661133,0.9611111283302307,0.1374833732843399
20,0.9432302117347717,0.17592975497245789,0.9616666436195374,0.1366034299135208
21,0.9441409111022949,0.17147402465343475,0.9627777934074402,0.14343313872814178
22,0.9441409111022949,0.17188213765621185,0.9661111235618591,0.13052773475646973
23,0.9460480809211731,0.16418059170246124,0.9627777934074402,0.1422339230775833
24,0.9475772976875305,0.1630048304796219,0.971666693687439,0.12260773777961731
25,0.9472852349281311,0.1610323190689087,0.9683333039283752,0.11410979926586151
26,0.9478522539138794,0.1585380733013153,0.9722222089767456,0.11752430349588394
27,0.9492955207824707,0.15381471812725067,0.9594444632530212,0.14607378840446472
28,0.951426088809967,0.14910171926021576,0.9694444537162781,0.12025733292102814
29,0.951907217502594,0.14784303307533264,0.9794444441795349,0.09677421301603317
30,0.9511855840682983,0.14865684509277344,0.9794444441795349,0.09864860028028488
31,0.9520618319511414,0.14410904049873352,0.9700000286102295,0.11991704255342484
32,0.9532130360603333,0.14413121342658997,0.9750000238418579,0.10485392063856125
33,0.9527319669723511,0.14300791919231415,0.9549999833106995,0.1704198569059372
34,0.9542267918586731,0.13999012112617493,0.9677777886390686,0.1180056780576706
35,0.9548625349998474,0.13748474419116974,0.9711111187934875,0.1158987507224083
36,0.9560996294021606,0.13257478177547455,0.9766666889190674,0.102574422955513
37,0.9549140930175781,0.13646608591079712,0.976111114025116,0.10375069826841354
38,0.9565292000770569,0.133348748087883,0.976111114025116,0.11013530194759369
39,0.95879727602005,0.1281878799200058,0.9783333539962769,0.10014362633228302
