epoch,accuracy,loss,val_accuracy,val_loss
0,0.8266494870185852,0.5534213781356812,0.9344444274902344,0.23701345920562744
1,0.9156872630119324,0.28121453523635864,0.9577777981758118,0.1696329116821289
2,0.9309793710708618,0.23033535480499268,0.9566666483879089,0.1655735969543457
3,0.938694179058075,0.2051524519920349,0.9627777934074402,0.14194732904434204
4,0.9425085783004761,0.18789365887641907,0.9627777934074402,0.14488227665424347
5,0.9472336769104004,0.17431099712848663,0.9655555486679077,0.12812241911888123
6,0.9503092765808105,0.1630866378545761,0.9688888788223267,0.1228628009557724
7,0.9527491331100464,0.1551285982131958,0.9677777886390686,0.12541675567626953
8,0.9552577137947083,0.14610084891319275,0.9733333587646484,0.11617330461740494
9,0.9559621810913086,0.14214007556438446,0.9666666388511658,0.12831604480743408
10,0.9577147960662842,0.13605521619319916,0.977222204208374,0.11021453142166138
11,0.9595017433166504,0.130995512008667,0.9705555438995361,0.1106627881526947
12,0.9601889848709106,0.12665681540966034,0.972777783870697,0.11878765374422073
13,0.9614948630332947,0.12363920360803604,0.9744444489479065,0.10619714856147766
14,0.9631099700927734,0.11947416514158249,0.9683333039283752,0.12099728733301163
15,0.9638659954071045,0.11545886844396591,0.9777777791023254,0.10797521471977234
16,0.9651030898094177,0.11331112682819366,0.9755555391311646,0.10368314385414124
17,0.9660137295722961,0.10920459777116776,0.976111114025116,0.10421532392501831
18,0.9675257802009583,0.1074795201420784,0.9777777791023254,0.09983687847852707
19,0.966408908367157,0.10629986971616745,0.9766666889190674,0.10203201323747635
20,0.9677491188049316,0.10466830432415009,0.9744444489479065,0.109234519302845
21,0.9679037928581238,0.10166919976472855,0.976111114025116,0.09984654188156128
22,0.9679209589958191,0.10125711560249329,0.9755555391311646,0.10145025700330734
23,0.9688659906387329,0.09882070869207382,0.9777777791023254,0.10287296772003174
24,0.9695188999176025,0.09664822369813919,0.9788888692855835,0.09726493805646896
25,0.9695532917976379,0.09550386667251587,0.976111114025116,0.10354144871234894
26,0.9701718091964722,0.09523405879735947,0.9783333539962769,0.09870512783527374
27,0.9701374769210815,0.09234294295310974,0.9766666889190674,0.10447245091199875
28,0.9704467058181763,0.09152203053236008,0.9755555391311646,0.10878459364175797
29,0.9710652828216553,0.09009844809770584,0.9738888740539551,0.11863043159246445
30,0.9714261293411255,0.08907653391361237,0.977222204208374,0.09963466972112656
31,0.9711340069770813,0.08829556405544281,0.9744444489479065,0.10267292708158493
32,0.972680389881134,0.08662062883377075,0.9711111187934875,0.1130848377943039
33,0.9724913835525513,0.08557500690221786,0.972777783870697,0.10495958477258682
34,0.972611665725708,0.08471422642469406,0.9738888740539551,0.10617131739854813
35,0.9723539352416992,0.08612874895334244,0.972777783870697,0.10833084583282471
36,0.9733676910400391,0.08263162523508072,0.9750000238418579,0.10082096606492996
37,0.9733848571777344,0.08194394409656525,0.9800000190734863,0.09983450919389725
38,0.973848819732666,0.08080708980560303,0.9738888740539551,0.106708824634552
39,0.9743470549583435,0.07963907718658447,0.9750000238418579,0.12336483597755432
