epoch,accuracy,loss,val_accuracy,val_loss
0,0.9523882865905762,0.15951845049858093,0.9888888597488403,0.06021054834127426
1,0.9842439889907837,0.052767761051654816,0.9911110997200012,0.04472078010439873
2,0.9890549778938293,0.03564402088522911,0.9961110949516296,0.03056946210563183
3,0.9918385148048401,0.02488398365676403,0.992222249507904,0.05123940110206604
4,0.9933505058288574,0.02004910632967949,0.9938889145851135,0.03330128639936447
5,0.9948968887329102,0.01464533619582653,0.9938889145851135,0.04283475503325462
6,0.9959278106689453,0.01198649499565363,0.9944444298744202,0.04007553681731224
7,0.9969587922096252,0.008741248399019241,0.9916666746139526,0.04812699928879738
8,0.9975257515907288,0.007463555317372084,0.9944444298744202,0.052679188549518585
9,0.9973195791244507,0.00763946445658803,0.9938889145851135,0.05853114649653435
10,0.9980412125587463,0.00573087390512228,0.9938889145851135,0.05257384479045868
11,0.998092770576477,0.005645875819027424,0.9933333396911621,0.08438898622989655
12,0.9981614947319031,0.005889369174838066,0.9944444298744202,0.0696219950914383
13,0.9987800717353821,0.00393351074308157,0.995555579662323,0.07352868467569351
14,0.9984879493713379,0.00478939525783062,0.9938889145851135,0.06301035732030869
15,0.9987800717353821,0.0037268982268869877,0.9927777647972107,0.07555776089429855
16,0.9989175200462341,0.003348364494740963,0.9927777647972107,0.08974695205688477
17,0.9990034103393555,0.0034008196089416742,0.992222249507904,0.08960473537445068
18,0.9991924166679382,0.0024881025310605764,0.9933333396911621,0.10030180215835571
19,0.9986597895622253,0.004115404095500708,0.9944444298744202,0.08969739824533463
20,0.9992955327033997,0.0019042480271309614,0.9950000047683716,0.1156676709651947
21,0.9985223412513733,0.005086996126919985,0.9916666746139526,0.09256868064403534
22,0.9993299245834351,0.0017684947233647108,0.9933333396911621,0.10215692222118378
23,0.9989175200462341,0.0035883106756955385,0.9933333396911621,0.09098493307828903
24,0.9997251033782959,0.0008655590936541557,0.9950000047683716,0.09653342515230179
25,0.9993470907211304,0.0024759212974458933,0.9927777647972107,0.082674041390419
26,0.9987972378730774,0.0036201488692313433,0.9950000047683716,0.09033314138650894
27,0.9992096424102783,0.0019736296962946653,0.9944444298744202,0.1068073958158493
28,0.9990549683570862,0.0032349959947168827,0.992222249507904,0.11197035014629364
29,0.999312698841095,0.0023137619718909264,0.9938889145851135,0.10176420211791992
30,0.9999828338623047,7.358041330007836e-05,0.9950000047683716,0.10705223679542542
31,1.0,8.485433681926224e-06,0.9938889145851135,0.11407671868801117
32,1.0,1.306888293584052e-06,0.9933333396911621,0.11615818738937378
33,1.0,7.448886094607587e-07,0.9933333396911621,0.11805466562509537
34,1.0,5.011899020246346e-07,0.9933333396911621,0.12037716060876846
35,1.0,3.380731925517466e-07,0.9938889145851135,0.1228281557559967
36,1.0,2.255782334259493e-07,0.9938889145851135,0.1254352331161499
37,1.0,1.4781625168325263e-07,0.9938889145851135,0.1282953917980194
38,1.0,9.517976451434151e-08,0.9938889145851135,0.13135823607444763
39,1.0,6.083313763838305e-08,0.9938889145851135,0.1345609426498413
